job,salary,city,frequency,duration,company_name,company_scale,advantage
CG角色模型实习生,200-250/天,深圳,5天/周,3个月,吉比特,150-500人,可转正实习 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
视频设计实习生,200-250/天,深圳,5天/周,3个月,吉比特,150-500人,餐补寒假实习 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
拓展客服实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
GO后端开发实习生,100-150/天,北京,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
技术美术实习生,400-500/天,北京,4天/周,3个月,字节跳动,2000人以上,节日福利免费咖啡实习证明餐补弹性工作免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
销售支持,150-200/天,杭州,5天/周,6个月,金柚网,500-2000人,可转正实习下午茶生日会 专业服务，同事可爱，实习就业，暖男软妹
赛事研发实习生,150-200/天,深圳,5天/周,6个月,优必选,500-2000人,每日餐补下午茶弹性工作时间 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
总账实习生,150-210/天,深圳,5天/周,4个月,优必选,500-2000人,工作氛围nice下午茶餐饮补贴弹性上下班 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
自动驾驶测试实习生,150-180/天,广州,4天/周,4个月,小鹏汽车,2000人以上,一对一导师免费中晚餐健身房弹性工作制 自动驾驶，AI，互联网，整车研发
智能驾驶测试实习生,120-180/天,广州,4天/周,4个月,小鹏汽车,2000人以上,一对一导师免费中晚餐健身房弹性工作制 自动驾驶，AI，互联网，整车研发
解决方案部实习生,100-200/天,北京,5天/周,6个月,旷视科技,2000人以上,接受大一大二弹性工作免费咖啡 弹性工作，上下班不打卡，零食水果下午茶，技术驱动型企业
行业研究员\金融研究员实习生,200-250/天,杭州,5天/周,3个月,同花顺,2000人以上,免费班车可转正实习免费健身房免费午晚餐定期团建 免费健身，这里有梦想，户外拓展
商务助理,80-100/天,合肥,5天/周,3个月,科大讯飞,2000人以上,可转正实习免费健身房餐补包住弹性工作周末双休免费班车 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
海外商务专员（越南语）,100-150/天,杭州,5天/周,3个月,海康威视,2000人以上,可转正实习周末双休可转正免费健身房全勤奖地铁周边 大平台，锻炼多
行政助理,120-150/天,上海,5天/周,6个月,东方财富网,2000人以上,上市公司领导nice团队年轻化 学习空间大，市中心，行业巨头
运营实习生(结算对账方向),120-150/天,北京,5天/周,3个月,转转,500-2000人,可转正实习 有趣的团队，团队专业，年轻任性，生日惊喜，环境氛围好，实战多成长快，提供茶饮零食，优秀团队，很好的学习成长氛围，节日惊喜
市场部助理,100-150/天,北京,5天/周,3个月,用友集团,500-2000人,餐补弹性工作 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
IT实习生,150-200/天,深圳,5天/周,3个月,吉比特,150-500人,有房补职位发展空间大福利好 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
自动驾驶场景库工程师,300-400/天,北京,5天/周,6个月,图森未来,500-2000人,实习可转正免费三餐免费实习宿舍周末双休不加班弹性上下班可转正实习 免费三餐，实习生管住宿，自有健身房，周末双休，技术大咖，工程师文化
售后工程师（咸阳）,100-150/天,咸阳,5天/周,7个月,东软集团,2000人以上,实习证明商业险 
插画实习生,150-180/天,北京,4天/周,3个月,映客直播,500-2000人,下午茶地铁周边餐补弹性工作生日会 各种活动，水果零食，晋升空间好，繁华商区办公，发展，开脑洞，融洽团队氛围，工作轻松自由，有竞争力的薪酬福利体系，技术氛围好
视觉设计实习生J11244,120-150/天,北京市,4天/周,7个月,易车网,2000人以上,行业领军 
公共事务实习生,100-150/天,广州,4天/周,4个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
海外运营实习生（韩语）,100-150/天,广州,3天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
公会运营实习生（YY直播）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
活动运营实习生（轻语）（MJ003441）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
销售支持,150-200/天,杭州,5天/周,6个月,金柚网,500-2000人,可转正实习下午茶生日会 专业服务，同事可爱，实习就业，暖男软妹
销售实习生,150-200/天,北京,6天/周,6个月,北京链家,2000人以上,可转正实习节日福利 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
总账实习生,150-210/天,深圳,5天/周,4个月,优必选,500-2000人,工作氛围nice下午茶餐饮补贴弹性上下班 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
智能驾驶测试实习生,120-180/天,广州,4天/周,4个月,小鹏汽车,2000人以上,一对一导师免费中晚餐健身房弹性工作制 自动驾驶，AI，互联网，整车研发
商务助理,80-100/天,合肥,5天/周,3个月,科大讯飞,2000人以上,可转正实习免费健身房餐补包住弹性工作周末双休免费班车 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
智慧医疗-产品运营实习生-合肥,100-150/天,合肥,5天/周,3个月,科大讯飞,2000人以上,AI互联网医疗接受大一大二 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
海外商务专员（越南语）,100-150/天,杭州,5天/周,3个月,海康威视,2000人以上,可转正实习周末双休可转正免费健身房全勤奖地铁周边 大平台，锻炼多
信号完整性测试工程师,120-150/天,杭州,5天/周,3个月,海康威视,2000人以上,最好保证6个月生日福利 大平台，锻炼多
信息安全工程师,200/天,合肥,5天/周,3个月,NIO蔚来,2000人以上,可转正实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
研发实习生-lidarJ10560,300-600/天,苏州,5天/周,4个月,momenta,150-500人,行业大牛无人驾驶免费三餐免费健身 氛围和善，发展迅速
运营实习生(结算对账方向),120-150/天,北京,5天/周,3个月,转转,500-2000人,可转正实习 有趣的团队，团队专业，年轻任性，生日惊喜，环境氛围好，实战多成长快，提供茶饮零食，优秀团队，很好的学习成长氛围，节日惊喜
市场部助理,100-150/天,北京,5天/周,3个月,用友集团,500-2000人,餐补弹性工作 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
插画实习生,150-180/天,北京,4天/周,3个月,映客直播,500-2000人,下午茶地铁周边餐补弹性工作生日会 各种活动，水果零食，晋升空间好，繁华商区办公，发展，开脑洞，融洽团队氛围，工作轻松自由，有竞争力的薪酬福利体系，技术氛围好
前台实习生,100-150/天,北京,5天/周,3个月,映客直播,500-2000人,弹性工作工作轻松免费早餐免费午餐免费下午茶 各种活动，水果零食，晋升空间好，繁华商区办公，发展，开脑洞，融洽团队氛围，工作轻松自由，有竞争力的薪酬福利体系，技术氛围好
视觉设计实习生J11244,120-150/天,北京市,4天/周,7个月,易车网,2000人以上,行业领军 
UI设计实习生,120-180/天,深圳,5天/周,12个月,EC,150-500人,周末双休可转正实习 
流量运营实习生,100-150/天,广州,5天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
流量运营实习生,薪资面议,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
直播导流实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
阿拉伯语标注实习生,100-150/天,广州,3天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
平面设计实习生,100-150/天,深圳,5天/周,4个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
算法实习生 - Data 视频,400/天,北京,4天/周,3个月,字节跳动,2000人以上,可转正实习留学生实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
人力资源实习生-员工关系方向,150-200/天,深圳,5天/周,3个月,优必选,500-2000人,地铁周边实习津贴实习证明餐补 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
品牌设计实习生,150-210/天,深圳,5天/周,3个月,优必选,500-2000人,工作氛围nice下午茶餐饮补贴弹性上下班 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
技术支持实习生（重庆）,120-150/天,重庆,5天/周,4个月,海康威视,2000人以上,实习证明接受大三实习津贴节日福利全勤奖 大平台，锻炼多
研究院-数字集成电路设计实习生,150-250/天,杭州,5天/周,3个月,海康威视,2000人以上,弹性工作提供住宿 大平台，锻炼多
蔚来专员实习生 - 用户运营（徐州）,100-150/天,徐州,5天/周,3个月,NIO蔚来,2000人以上,接受大一大二留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
蔚来专员实习生 - 用户运营（淮安）,100-150/天,淮安,4天/周,3个月,NIO蔚来,2000人以上,接受大一大二留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
蔚来实习生-用户运营（宿迁）,100-150/天,宿迁,4天/周,3个月,NIO蔚来,2000人以上,接受大一大二在校实习留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
蔚来实习生,100-150/天,沧州,4天/周,3个月,NIO蔚来,2000人以上,可转正实习留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
蔚来实习生,100-150/天,唐山,4天/周,3个月,NIO蔚来,2000人以上,可转正实习留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
门店实习生/门店助理,100-150/天,杭州,5天/周,10个月,一嗨租车,2000人以上,可转正实习绩效奖金 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
门店实习生/门店助理,100-150/天,上海,5天/周,10个月,一嗨租车,2000人以上,可转正实习地铁周边节日福利 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
